url,price,status,timestamp,case,errorType
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2948,0.0219,OK,01/11/2021 22:56:41,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2991,0.0219,Not OK,01/11/2021 22:56:50,lower price,"Price same, no need to lower."
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2992,0.0219,OK,01/11/2021 22:57:12,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2993,0.0429,OK,01/11/2021 22:57:36,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2994,0.0429,OK,01/11/2021 22:57:58,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2995,0.0219,OK,01/11/2021 22:58:21,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2996,0.0429,OK,01/11/2021 22:58:44,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2997,0.0219,OK,01/11/2021 22:59:06,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2998,0.0219,OK,01/11/2021 22:59:28,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2999,0.0219,OK,01/11/2021 22:59:50,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3000,0.0219,OK,01/11/2021 23:00:12,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3001,0.0429,OK,01/11/2021 23:00:36,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3002,0.0219,OK,01/11/2021 23:00:58,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3003,0.0219,OK,01/11/2021 23:01:20,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3004,0.0219,OK,01/11/2021 23:01:43,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3005,0.0219,OK,01/11/2021 23:02:05,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3006,0.0429,OK,01/11/2021 23:02:28,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3007,0.0219,OK,01/11/2021 23:02:50,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3008,0.0429,OK,01/11/2021 23:03:12,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3009,0.0219,OK,01/11/2021 23:03:35,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3010,0.0219,OK,01/11/2021 23:03:58,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3011,0.0219,OK,01/11/2021 23:04:20,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3012,0.0429,OK,01/11/2021 23:04:43,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3013,0.0429,OK,01/11/2021 23:05:06,sell,
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3014,0.0219,OK,01/11/2021 23:05:27,sell,
