url,price
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2948,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2991,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2992,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2993,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2994,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2995,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2996,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2997,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2998,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/2999,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3000,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3001,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3002,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3003,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3004,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3005,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3006,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3007,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3008,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3009,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3010,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3011,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3012,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3013,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3014,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3015,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3016,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3017,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3018,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3019,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3020,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3021,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3022,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3023,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3024,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3025,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3026,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3027,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3028,0.0769
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3029,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3030,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3031,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3032,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3033,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3034,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3035,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3036,0.0969
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3037,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3038,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3039,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3040,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3041,0.0769
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3042,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3043,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3044,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3045,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3046,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3047,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3048,0.0769
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3049,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3050,0.1369
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3051,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3052,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3053,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3054,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3055,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3056,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3057,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3058,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3059,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3060,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3061,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3062,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3063,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3064,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3065,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3066,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3067,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3068,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3069,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3070,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3071,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3072,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3073,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3074,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3075,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3076,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3077,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3078,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3079,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3080,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3081,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3082,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3083,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3084,0.0769
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3085,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3086,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3087,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3088,0.0429
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3089,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3090,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3091,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3092,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3093,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3094,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3095,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3096,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3097,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3098,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3099,0.0219
https://opensea.io/assets/0x43fb98305641c8aa1514ff15e00e007df02f711e/3100,0.0429
